product_id,product_name
104030403,皮革制衣着附件
104030501,钱包及类似物品
104030502,皮革制座套
104030503,专门技术用途皮革制品
104030504,鞍具及挽具
104030599,其他相关皮革制品
104030601,鞣制毛皮
104030602,已缝制整张毛皮及其块、片
104030603,天然毛皮制品
104030604,人造毛皮
104030605,人造毛皮制品
104030701,加工填充用羽毛
104030702,加工填充用羽绒
105010101,普通锯材
105010102,特种锯材
105010103,枕木
105010199,其他锯材
105010201,木片、木粒
105010202,木丝、木粉
105010203,锯末、木废料及碎片
105010301,胶合板
105010302,纤维板
105010303,刨花板
105010304,细木工板
105010399,其他人造板
105010401,单板
105010402,强化木
105010403,指接材
105010404,人造板表面装饰板
105010405,热固性树脂装饰层压板
105010501,木制门及其框架和门槛
105010502,木制窗及其木制框架
105010503,木模
105010504,木制地板
105010505,木瓦
105010506,木制盖屋板
105010507,木制梁、椽、屋顶支梁
105010508,木制楼梯
105010509,木制栏杆
105010599,其他建筑用木料及加工木材组件
105010601,木制桶、槽、盆及类似容器
105010602,包装用木容器
105010603,木质保温容器
105010604,木托板、箱形托盘及类似装载木板
105010701,天然软木
105010702,软木制品
105010703,压制软木及其制品
105010801,木制餐具及厨房用具
105010802,木制一次性筷子
105010803,木质框架，相关木制品
105010901,竹制工业、建筑用品
105010902,竹制包装用品
105010903,竹制炊事用具
105010904,竹编结制品，相关竹制品
105011001,棕制品
105011002,藤制品
105011003,柳（荆）条制品
105011004,苇制品
105011005,草制品
105011006,玉米皮制篮筐，类似编结品
105011099,其他棕、藤、草及类似制品
105020101,木质家具
105020102,竹家具
105020103,藤家具
105020104,金属家具
105020105,塑料家具
105020106,软体家具
105020107,玻璃、玻璃纤维增强塑料家具
105020108,石头、陶瓷制家具
105020199,其他家具
105020201,木质家具零配件
105020202,竹家具零配件
105020203,藤家具零配件
105020204,金属家具零配件
105020205,塑料家具零配件
105020206,软体家具零配件
105020207,玻璃家具零配件
105020208,坐具零配件
105020299,其他家具配件
106010101,木浆
106010102,非木材纤维纸浆
106010103,废纸纸浆
106010104,化学溶解浆
106010105,秸秆浆
106010106,再生纸浆
106010199,其他纸浆
106010201,未涂布印刷书写用纸
106010202,涂布类印刷用纸
106010203,卫生用纸原纸
106010204,包装用纸及纸板
106010205,感应纸及纸板
106010206,纤维类过滤纸及纸板
106010299,其他机制纸及纸板
106010301,美纹、穿孔纸及纸板
106010302,转印纸
106010303,油印蜡纸或胶印版纸
106010304,涂布浸渍覆盖纸
106010305,瓦楞纸板
106010399,其他加工纸
106010401,手工纸
106010402,手工纸板
106010501,纸和纸板制容器
106010502,纸制文具及用品
106010503,纸浆模制品
106010504,卫生用纸制品
106010505,纸制壁纸、窗纸、铺地制品及类似品
106010506,纸浆制滤块、滤板及滤片
106010507,纸或纸板制标签
106010508,纸制筒管、卷轴、纡子及类似品
106010509,神纸及类似用品
106010510,纸扇
106010511,箱板纸
106010599,其他纸制品
106020101,有刊号图书、报纸、期刊类印刷品
106020102,无刊号图书、报纸、期刊类印刷品
106020103,广告宣传印刷品
106020104,地图、地图册
106020105,图片、设计图样及照片
106020106,票证
106020107,明信片、卡片、日历、挂历
106020199,其他印刷品
106020201,用于书写本册
106020299,其他本册
106020300,印刷用附件
106020401,录音带复制品
106020402,录像带复制品
106020403,软磁盘复制品
106020499,其他磁介质复制品
106020501,唱片复制品
106020502,光盘复制品
106020503,非音像复制品
106020504,电影胶片拷贝
106020599,其他非磁介质复制品
106030101,基础软件产品
106030102,应用软件产品
106030103,嵌入式软件产品
106030200,电子出版物
106040101,文具盒（袋）
106040102,文件夹
106040103,文件架
106040104,装订类文具
106040105,夹具类文具
106040106,修正液
106040107,橡皮
106040108,浆糊
106040109,胶水
106040110,固体胶
106040111,文印类用品
106040112,画具及类似用品
106040199,其他文具及类似用品
106040201,笔
106040202,笔配件和零件
106040301,教学用模型
106040302,教学用标本
106040303,具有书写或绘画面板类教具
106040304,教学或学生绘图用具、量具及类似器具
106040399,其他教具及类似用具
106040401,普通墨水
106040402,专用墨水
106040501,墨汁
106040502,墨汁类似品
106040601,运动用球
106040602,运动用球类器材及器械
106040603,体育器材及配件
106040604,室内训练健身器材
106040605,室外健身器材
106040606,运动防护用具
106040607,钓鱼用品和器材
106040608,休闲运动器材和用品
106040699,其他体育用品
106040701,中乐器
106040702,西乐器
106040703,电子乐器
106040704,媒诱音响器，相关乐器
106040705,乐器辅助用品及零件
106040801,供儿童乘骑带轮玩具
106040802,填充类玩具
106040803,玩偶及其零配件和装饰品
106040804,仿真模型及其附件
106040805,木制玩具
106040806,塑胶玩具
106040807,玩具乐器
106040808,儿童娱乐塑形用膏、泥
106040899,其他玩具
106040901,电动游乐设备
106040902,非电动游乐设备
106040999,其他游乐场设备
106041001,电子游戏机
106041002,投币式游戏机
106041003,台球器材及配件
106041004,保龄球设备及器材
106041005,沙狐球桌及其配套器材
106041006,桌式足球器材及配件
106041007,飞镖器材及配件
106041008,棋类娱乐用品
106041009,牌类娱乐用品
106041010,专供游戏用家具式桌子
106041099,其他游艺用品及室内游艺器材
106050101,雕刻工艺品
106050102,塑造工艺品
106050199,其他雕塑工艺品
106050201,景泰蓝工艺品
106050202,珐琅珀晶工艺品
106050203,银蓝工艺品
106050204,贵金属摆件
106050205,铜制工艺品
106050206,铁制工艺品
106050207,锡制工艺品
106050208,金属制民间刀剑工艺品
106050209,金属丝编织工艺品
106050210,金属制艺术标牌及类似品
106050211,蒙镶工艺品
106050212,金属制工艺框架类制品
106050299,其他金属工艺品
106050301,镶嵌漆器工艺品
106050302,雕漆漆器工艺品
106050303,脱胎漆器工艺品
106050304,彩绘雕填漆器工艺品
106050305,漆线雕工艺品
106050306,刻灰漆器工艺品
106050307,漆画工艺品
106050308,漆器工艺框架类制品
106050399,其他漆器工艺品
106050401,人造花类工艺品
106050402,画类工艺品
106050501,天然植物纤维编织工艺品
106050502,人造纤维编织工艺品
106050601,刺绣工艺品
106050602,抽纱工艺品
106050603,手工编结工艺品
106050604,手工染织工艺品及机织工艺品
106050605,工艺织锦
106050699,其他抽纱刺绣工艺品
106050701,手工地毯、挂毯
106050702,机制地毯、挂毯
106050801,室内陈设艺术陶瓷制品
106050802,工艺陶瓷制品
106050803,陶瓷壁画
106050804,陶瓷制塑像
106050899,其他陈设艺术陶瓷制品
106050901,金银珠宝首饰
106050902,珠宝玉石
106050999,其他珠宝首饰
106051001,剧装、道具
106051002,发制品及其专用原料
106051003,民间工艺品
106051004,工艺扇
106051005,工艺伞
106051006,灯彩
106051007,料器
106051008,美术人形
106051009,节庆庆典用品及相关娱乐用品
106051099,其他相关工艺美术品
106051101,桑拿浴箱
106051102,排汗活动机
106051103,熏蒸足道机
106051104,养生桑拿蒸汽机
106051105,养生美体美容仪
106051106,养生理疗枕
106051107,养生塑身机
106051108,养生制氧机
106051109,养生水氧吧
106051110,Spa水疗机
106051111,Spa气泡按摩机
106051112,Spa精油温灸仪
106051113,高温竹炭制品
106051199,其他保健休闲用品
106051201,镜子类制品及零配件
106051202,刷子类制品
106051203,已加工刷类制品材料
106051204,清洁清扫类工具及其已加工材料
106051205,伞、手杖、鞭子、马鞭及其零件
106051206,拉链及其零件
106051207,扣类制品及其零件
106051208,打火机及其零件
106051209,烟具
106051210,头发装饰用物品
106051211,香水喷射器、粉扑及粉拍
106051212,礼仪电子用品
106051213,棉胎
106051214,居民用煤制品
106051299,其他日用杂品
106051301,宠物玩具
106051302,宠物服装
106051303,宠物消毒用品
106051304,宠物专用品
107010101,汽油
107010102,煤油
107010103,柴油
107010104,燃料油
107010105,石脑油
107010106,溶剂油
107010107,润滑油
107010108,润滑脂
107010109,润滑油基础油
107010110,液体石蜡
107010111,石油气，相关烃类气石油气
107010112,矿物蜡及合成法制类似产品
107010113,油类残渣
107010199,其他石油制品
107010201,页岩原油
107010202,生物能源
107010203,合成液体燃料
107010301,焦炭
107010302,矿物焦油
107010303,石油焦、碳黑
107020101,无机酸类
107020102,非金属无机氧化物
107020103,过氧化氢（双氧水）
107020104,非金属卤化物及硫化物
107020105,烧碱
107020106,纯碱类
107020107,金属氢氧化物
107020108,金属氧化物
107020109,金属过氧化物、超氧化物
107020110,金属硫化物及硫酸盐
107020111,金属硝酸盐、亚硝酸盐
107020112,金属氧化物酸盐、金属过氧化物酸盐
107020113,磷化物、金属磷酸盐
107020114,氟化物及其盐
107020115,氯化物及其盐
107020116,氯氧化物及氢氧基氯化物
107020117,溴化物及其盐
107020118,碘化物及其盐
107020119,氰化物、氧氰化物及氰络合物
107020120,硅化物及硅酸盐
107020121,硼化物、硼酸盐和过硼酸盐
107020122,碳化物及碳酸盐
107020123,氧化铁
107020124,铝酸钠
107020125,铝酸三钙
107020201,无环烃
107020202,环烃
107020203,无环烃饱和氯化衍生物
107020204,无环烃不饱和氯化衍生物
107020205,无环烃氟化、溴化或碘化衍生物
107020206,含不同卤素无环烃卤化衍生物
107020207,芳香烃卤化衍生物
107020208,烃磺化、硝化或亚硝化衍生物
107020209,无环醇及其衍生物
107020210,环醇
107020211,酚
107020212,酚及酚醇衍生物
107020213,羧酸及其衍生物
107020214,氨基化合物
107020215,含氮基化合物
107020216,醚
107020217,醚醇
107020218,醚酚及醚醇酚
107020219,过氧化醇、过氧化醚及过氧化酮
107020220,醛
107020221,醛醇
107020222,醛醚、醛酚及含有相关含氧基醛
107020223,环聚醛
107020224,多聚甲醛
107020225,酮
107020226,酮醇、酮醛及酮酚
107020227,醌基化合物
107020228,无机酸酯及其盐
107020229,亚磷酸酯
107020230,亚硝酸酯及硝酸酯
107020231,碳酸酯、过碳酸酯及其盐
107020232,硅酸酯及其盐
107020233,镍钴锰氢氧化物
107020234,镍钴锰酸锂
107020235,硫酸铵
107020236,氯化钴
107020237,活性硅酸钙
107020238,环氧环己烷
107020239,正戊醇
107020240,二甲醚
107020301,活性炭、硫磺、磷
107020302,非金属基础化学品
107020303,贵金属化合物
107020304,稀土化合物
107020305,氢化物、氮化物、叠氮化物
107020306,气体及稀有气体
107020307,有机－无机化合物
107020401,氨及氨水
107020402,氮肥
107020403,磷肥
107020404,钾肥
107020405,中量元素肥料
107020406,微量元素肥料
107020407,复合肥、复混合肥
107020501,有机肥料
107020502,微生物肥料
107020503,动物、植物肥料
107020601,化学农药原药
107020602,化学农药制剂
107020701,生物农药制剂
107020702,微生物农药
107020801,VOC含量低于420克/升（含）的涂料
107020802,VOC含量高于420克/升的涂料
107020901,油墨
107020902,印刷用助剂和油
107021001,无机颜料
107021002,有机颜料
107021003,矿物颜料
107021004,植物性着色料
107021005,工业用调制颜料、遮光剂和着色剂及类似颜料
107021006,艺术、美工用颜料、调色料
107021007,美工塑型用膏
107021101,染料
107021102,用作发光体有机、无机产品
107021201,非定型密封材料
107021202,定形密封材料
107021203,密封用粘胶品
107021301,初级形态塑料
107021302,合成橡胶
107021303,合成纤维单体
107021304,合成纤维聚合物
107021305,离子交换树脂
107021306,油脂类高分子聚合物
107021307,调制粘合剂
107021308,功能高分子材料
107021399,其他橡胶
107021401,化学试剂
107021402,催化剂
107021403,橡胶助剂
107021404,塑料助剂
107021405,农药乳化剂
107021406,纺织工业用整理剂、助剂
107021407,造纸工业用整理剂、助剂
107021408,制革工业用整理剂、助剂
107021409,润滑剂及类似制品
107021410,钻井用助剂
107021411,建工建材用化学助剂
107021412,生物化学制剂
107021413,炭黑
107021414,增炭剂
107021415,脱硫剂
107021416,石墨增碳剂
107021501,油田用化学制剂
107021502,矿物油用配制添加剂
107021503,鞣料及鞣料制剂
107021504,酶及酶制品
107021505,化学陶瓷
107021506,特种纤维及高功能化工产品
107021507,金属表面处理剂
107021508,工业用脂肪醇
107021509,工业用脂肪酸
107021510,工业用脂肪胺
107021511,工业级混合油
107021512,脂肪酸甲酯
107021599,其他专项化学用品
107021601,松节油类产品
107021602,松香类产品
107021603,栲胶
107021604,樟脑
107021605,冰片（龙脑）
107021606,五倍子单宁产品
107021607,紫胶类产品
107021608,木材热解、水解产品
107021609,竹材热解产品
107021610,林产色素（紫胶红色素）
107021611,林产蜡（虫白蜡）
107021612,桃胶粉
107021613,糠醛
107021614,阿拉伯糖
107021615,木质素
107021616,纤维素
107021699,其他林产化学产品
107021701,发射药
107021702,炸药
107021703,火工产品
107021704,爆破器材
107021705,烟火制品
107021706,焰火制品
107021801,感光胶片
107021802,摄影感光纸、纸板及纺织物
107021803,片基
107021804,摄影、复印用化学制剂
107021805,空白磁带
107021806,空白磁盘
107021807,空盘
107021808,未灌（录）制相关媒体
107021809,电子半导体材料
107021899,其他信息化学品
107021901,水处理剂
107021902,污水处理化学药剂
107021903,污水处理生物药剂
107021904,污水处理材料
107021905,空气污染治理材料
107022001,动物炭黑
107022002,动物胶
107022003,明胶衍生物
107022101,金属材料制焊料
107022102,焊接辅助剂
107022201,肥（香）皂
107022202,合成洗涤剂
107022203,表面活性剂
107022301,清洁类化妆品
107022302,护肤用化妆品
107022303,护发用化妆品
107022304,美容、修饰类化妆品
107022305,高档护肤类化妆品
107022306,高档美容、修饰类化妆品
107022401,牙膏、漱口液
107022499,其他口腔清洁护理用品
107022500,香料
107022601,食品用香精
107022602,酒用香精
107022603,烟用香精
107022604,日用香精
107022605,饲料用香精
107022699,其他工业用香精
107029901,室内散香或除臭制品
107029902,光洁用品
107029903,擦洗膏、去污粉及类似制品
107029904,动物用化妆盥洗品
107029905,火柴
107029906,蜡烛及类似品
107029999,其他未列明化学制品
107030101,抗菌素（抗感染药）
107030102,消化系统用药
107030103,解热镇痛药
107030104,维生素类
107030105,抗寄生虫病药
107030106,中枢神经系统用药
107030107,计划生育用药
107030108,激素类药
107030109,抗肿瘤药
107030110,心血管系统用药
107030111,呼吸系统用药
107030112,泌尿系统用药
107030113,血液系统用药
107030114,诊断用原药
107030115,调解水、电解质、酸碱平衡药
107030116,麻醉用药
107030117,抗组织胺类药及解毒药
107030118,生化药（酶及辅酶）
107030119,消毒防腐及创伤外科用药
107030120,制剂用辅料及附加剂
107030201,冻干粉针剂
107030202,粉针剂
107030203,注射液
107030204,输液
107030205,片剂
107030206,胶囊剂
107030207,颗粒剂
107030208,缓释控释片
107030209,滴剂
107030210,膏霜剂
107030211,栓剂
107030212,气雾剂
107030213,口服液体制剂
107030214,外用液体制剂
107030215,避孕药物用具
107030216,抗艾滋病病毒药品
107030301,植物类饮片
107030302,动物类饮片
107030303,矿物类饮片
107030399,其他中药饮片
107030401,中成药丸剂
107030402,中成药冲剂
107030403,中成药糖浆
107030404,中成药片剂
107030405,中成药注射剂
107030406,膏药
107030407,中成药口服液
107030408,中成药胶囊
107030409,中成药散剂
107030410,中成药栓剂
107030411,药酒
107030412,清凉油
107030499,其他中成药
107030501,兽用化学药品
107030502,兽用中草药
107030503,兽用疫苗
107030601,酶类生化制剂
107030602,氨基酸及蛋白质类药
107030603,脂肪类药制剂
107030604,核酸类药制剂
107030699,其他生物化学药品
107030701,菌苗
107030702,菌苗制剂
107030703,人用疫苗
107030704,类毒素
107030705,抗毒素类
107030706,抗血清类
107030707,血液制品
107030708,细胞因子
107030709,诊断用生物制品
107030710,生物制剂
