product_id,value,n_units_raw,n_units_std,n_dims,n_units_phys,dom_unit,dom_dim,dom_share
108030300,19171628371.719994,43,15,11,5,千克,MASS,0.9896
304050202,18866462781.930016,275,24,14,6,UNKNOWN,UNKNOWN,0.6716
107020201,18555592583.819996,86,17,10,5,千克,MASS,0.9957
108020713,18365282903.33004,176,23,14,6,千克,MASS,0.8816
107010102,18294172492.950005,60,19,11,5,千克,MASS,0.9945
306020000,17945784896.50998,62,20,13,4,UNKNOWN,UNKNOWN,0.7333
108030201,17504486720.03,59,16,10,4,千克,MASS,0.9989
106010204,17242927762.489998,237,25,14,6,千克,MASS,0.795
304020199,16709524327.500029,176,23,13,5,UNKNOWN,UNKNOWN,0.7244
107010107,16354409280.85999,532,23,12,6,千克,MASS,0.5161
108020900,16267242669.019981,44,16,12,6,千克,MASS,0.9576
106010501,15932166464.650017,464,28,14,6,个,COUNT,0.6695
109041303,15567660396.929989,56,14,11,5,瓦,POWER,0.5378
109010206,15277624349.259949,10171,26,14,6,个,COUNT,0.8582
102060000,15196861054.339972,141,24,13,6,千克,MASS,0.9381
107060199,15158288148.08998,545,27,15,6,个,COUNT,0.4395
104020199,14875013919.290068,286,25,14,6,个,COUNT,0.8502
107022301,14455348800.200174,697,21,10,4,个,COUNT,0.4376
109019900,14205061460.730022,485,30,14,6,个,COUNT,0.5038
107060101,14002052777.160013,363,24,12,6,千克,MASS,0.5157
305040000,13988556851.050001,133,27,13,5,UNKNOWN,UNKNOWN,0.7102
107040302,13759400843.620012,65,16,11,6,千克,MASS,0.9797
108031102,13667540349.260008,28,10,7,3,千克,MASS,0.9968
101010500,13393931209.88,141,24,12,5,千克,MASS,0.9839
106010202,13357967377.20999,128,26,13,6,千克,MASS,0.944
109030503,13035828779.479998,78,22,13,6,个,COUNT,0.9886
304080299,12903850745.540016,117,23,14,6,UNKNOWN,UNKNOWN,0.6573
108020703,12872857485.589962,142,21,14,6,千克,MASS,0.9649
109010201,12819959206.500008,216,25,13,6,个,COUNT,0.8638
109051003,12770053393.299988,353,21,12,4,个,COUNT,0.9115
107020213,12724312322.980001,98,17,9,4,千克,MASS,0.9982
107030205,12677712295.539993,823,20,11,5,盒,CONTAINER,0.7689
306030299,12640905809.890022,31,15,10,3,份,SERVICE,0.3716
109040999,12513603376.810001,309,27,15,6,千米,LENGTH,0.5786
109041602,12459062352.960028,53,14,11,4,个,COUNT,0.9697
107022202,12339307384.62006,545,25,13,5,箱,CONTAINER,0.3588
109040401,12329251480.370012,180,23,14,6,个,COUNT,0.871
107020402,12197116490.62001,36,13,8,3,千克,MASS,0.9962
109042201,11967441991.610033,66,18,11,5,个,COUNT,0.9508
109041701,11890976587.620043,115,20,11,4,个,COUNT,0.9548
108020702,11870347557.01999,74,17,12,5,千克,MASS,0.9795
107020403,11830515543.79999,18,10,7,4,千克,MASS,0.9984
106010599,11548423136.950008,464,29,14,6,个,COUNT,0.4102
105010301,11447872511.640017,125,24,12,5,个,COUNT,0.6941
109051101,11398094781.96002,96,20,12,5,个,COUNT,0.9339
304020500,11171632775.24999,112,22,13,5,次,SERVICE,0.4393
109051700,11078004395.990007,129,18,11,4,个,COUNT,0.8119
109050902,11056396279.599957,127,24,13,6,个,COUNT,0.8586
107050102,10983720157.59002,464,19,11,5,个,COUNT,0.8961
109050401,10872536269.87,56,18,11,3,批,BATCH,0.4543
108031201,10728719593.019997,66,19,12,6,千克,MASS,0.9203
109013104,10671868422.259989,8568,25,13,5,个,COUNT,0.6214
107020801,10581227634.109997,507,23,12,5,千克,MASS,0.7127
107010113,10494732877.03,32,14,8,4,千克,MASS,0.9977
109050599,10409203827.119991,80,21,11,4,个,COUNT,0.9444
304050201,10335423858.189993,293,31,15,6,UNKNOWN,UNKNOWN,0.3907
109059900,10292760908.990147,174,25,14,6,个,COUNT,0.8441
304010500,10028680951.169998,258,28,14,5,UNKNOWN,UNKNOWN,0.6686
110010202,10024242396.090006,95,18,14,6,千克,MASS,0.8443
109010101,9991443731.600002,293,27,14,6,个,COUNT,0.4581
109041799,9970058931.669977,123,24,13,5,个,COUNT,0.9612
104010106,9860360231.07998,135,21,12,6,千米,LENGTH,0.715
303029900,9740125095.749996,88,20,13,4,UNKNOWN,UNKNOWN,0.5152
103020402,9717543203.619984,341,20,11,5,箱,CONTAINER,0.3921
109029900,9710666470.76001,303,29,14,6,个,COUNT,0.6315
109041805,9608025684.790024,98,21,10,4,个,COUNT,0.9847
107020216,9567260851.240004,49,13,8,4,千克,MASS,0.9954
103010602,9462718556.209988,157,20,11,5,千克,MASS,0.978
108041401,9388181362.62002,820,28,14,5,个,COUNT,0.5764
301020201,9265554324.089998,68,18,12,5,千克,MASS,0.7091
102040101,9171853771.660013,77,21,12,6,千克,MASS,0.9865
103010701,9118629705.740013,309,22,12,6,千克,MASS,0.8026
109040702,9059017936.039986,400,24,13,6,个,COUNT,0.8984
104020401,8813913618.539991,124,23,12,5,个,COUNT,0.9683
109051999,8641111206.189991,200,24,13,6,个,COUNT,0.8545
102030300,8638264329.869991,49,16,9,3,千克,MASS,0.991
101020201,8553374738.919995,51,15,11,5,立方米,VOLUME,0.9564
108010101,8519048328.519998,72,20,12,5,千克,MASS,0.9801
106050901,8411572116.640006,121,21,12,4,个,COUNT,0.5143
109011800,8273294069.530002,161,24,12,5,个,COUNT,0.9154
107021302,8143343150.03,157,21,11,5,千克,MASS,0.9232
103040202,8024724471.169991,26,16,9,3,个,COUNT,0.9991
107021401,8023484924.3600025,959,24,12,5,千克,MASS,0.7842
107060110,7988579370.510019,243,25,12,6,个,COUNT,0.8312
102040102,7967860950.63002,55,19,11,6,千克,MASS,0.9751
107020105,7948395033.410002,55,15,10,4,千克,MASS,0.997
109052100,7943784217.729972,121,22,13,6,个,COUNT,0.9192
307990000,7940917105.959993,290,29,14,6,UNKNOWN,UNKNOWN,0.6742
107060103,7929676265.75998,356,24,14,6,千米,LENGTH,0.5404
109040703,7899091913.810092,492,27,15,6,个,COUNT,0.8647
109020301,7882207276.920007,93,24,12,4,个,COUNT,0.9711
106010201,7683020062.879997,115,25,12,5,千克,MASS,0.8857
107020102,7627823377.260002,80,21,14,6,千克,MASS,0.9877
109051906,7527140531.580278,143,21,12,5,个,COUNT,0.8927
109041804,7484409170.630047,69,20,12,5,个,COUNT,0.972
109012001,7472893069.560018,171,21,11,5,个,COUNT,0.9102
109040704,7472875236.890007,216,22,12,5,个,COUNT,0.6119
108013001,7461293335.749996,50,16,11,5,千克,MASS,0.9575
108020500,7457666546.350005,76,17,10,4,千克,MASS,0.9874
109011901,7283026630.959997,286,23,13,6,个,COUNT,0.766
109051201,7258704033.679977,62,17,9,3,个,COUNT,0.958
101010101,7247257639.069999,222,28,14,6,千克,MASS,0.8004
107050101,7219407108.839996,124,21,13,5,个,COUNT,0.7915
103010201,7212493466.799992,191,18,9,3,千克,MASS,0.6226
108031502,7191513609.710004,32,10,9,3,千克,MASS,0.9951
304040800,7181476146.340004,236,28,15,6,千克,MASS,0.428
108031099,7128469148.259994,77,21,12,6,千克,MASS,0.9351
106020199,7120015569.4200115,731,28,14,6,个,COUNT,0.6244
107030203,7109124319.710001,162,15,8,3,个,COUNT,0.4315
108041000,7037724049.54001,153,26,14,6,个,COUNT,0.8806
304030101,7021147150.839996,106,24,14,6,UNKNOWN,UNKNOWN,0.7363
304010100,7014416791.160003,152,25,14,5,UNKNOWN,UNKNOWN,0.5503
103020899,6926992574.059997,528,19,10,4,盒,CONTAINER,0.2825
109062201,6898021157.080025,53,14,8,2,个,COUNT,0.8432
110020202,6885991553.339995,41,15,13,6,立方米,VOLUME,0.9382
109051103,6800406718.279978,124,22,12,5,个,COUNT,0.9464
106030102,6799448282.84,140,24,13,5,套,SET,0.8471
108020100,6739954774.710002,89,18,11,5,千克,MASS,0.9612
103040101,6689564657.179999,21,10,7,2,千克,MASS,0.8029
107020106,6685283848.820002,65,17,9,4,千克,MASS,0.9881
107021506,6602193011.829996,112,19,11,5,千克,MASS,0.981
105020101,6601246443.070015,335,27,14,6,个,COUNT,0.573
107020306,6553359147.160001,131,21,11,4,千克,MASS,0.5196
109041901,6549950053.200014,97,14,8,2,个,COUNT,0.9792
104020499,6459271558.939988,118,22,13,6,个,COUNT,0.967
108011001,6332086720.219992,116,23,13,6,平方米,AREA,0.7081
107020301,6316203994.58,87,20,11,5,千克,MASS,0.9761
106051299,6245341487.310641,564,28,13,6,个,COUNT,0.6095
109013601,6230728574.289997,152,22,13,5,个,COUNT,0.559
103030500,6193641777.630004,138,19,10,4,瓶,CONTAINER,0.4564
107021304,6155545606.570002,101,20,11,5,千克,MASS,0.9646
108012600,6024832401.620004,119,23,13,6,千克,MASS,0.7463
109042401,6018616840.209993,223,24,14,6,个,COUNT,0.7823
108041700,5940890810.410021,627,29,15,6,个,COUNT,0.5097
104020101,5896568091.699997,155,18,9,3,个,COUNT,0.8736
304050101,5887875635.390001,136,26,15,6,UNKNOWN,UNKNOWN,0.4009
109030300,5857051866.000001,109,22,13,6,OTHER,OTHER,0.5084
107020112,5853202871.170001,49,14,9,4,千克,MASS,0.9983
501020100,5827896024.92,47,17,13,5,平方米,AREA,0.5394
304040202,5797574845.749997,149,21,14,5,千克,MASS,0.7559
103020602,5719649728.039989,220,17,10,4,箱,CONTAINER,0.8218
109040201,5701205470.219999,72,20,13,6,个,COUNT,0.537
103020401,5694157842.569998,406,18,9,3,个,COUNT,0.5725
107060106,5662441912.299984,339,24,13,6,个,COUNT,0.6787
107010105,5659420100.719999,40,16,10,4,千克,MASS,0.9959
110020203,5655225267.689997,50,15,12,5,千克,MASS,0.8756
109023207,5649486366.699993,236,27,15,6,个,COUNT,0.7561
501990000,5640730400.059996,87,22,14,6,平方米,AREA,0.4494
108012701,5640047406.059997,105,18,11,5,千克,MASS,0.9385
107060112,5637543047.070083,502,27,14,6,个,COUNT,0.6296
109040806,5615912479.009989,238,26,15,6,个,COUNT,0.7777
101011800,5614807908.290003,198,17,10,4,千克,MASS,0.9124
107021801,5593497422.249992,95,22,12,5,盒,CONTAINER,0.9055
109041403,5552409180.6100235,52,14,9,3,个,COUNT,0.7831
304030302,5521010488.33,87,24,13,5,UNKNOWN,UNKNOWN,0.7063
106010299,5515853168.389994,99,24,13,5,千克,MASS,0.8676
107021404,5514205379.889994,110,21,12,5,千克,MASS,0.9909
109051901,5502598200.429986,96,20,11,5,个,COUNT,0.9461
107060109,5439300902.540053,264,27,13,6,个,COUNT,0.8046
106010101,5383324613.069993,101,23,13,6,千克,MASS,0.9324
107020215,5373005020.28,48,16,10,5,千克,MASS,0.9956
109021199,5368937867.950001,209,27,14,6,套,SET,0.5133
107060107,5325266871.309999,242,25,13,6,千克,MASS,0.4266
107020101,5315569886.309995,101,22,12,5,千克,MASS,0.9815
109012301,5305301880.6,216,22,12,6,套,SET,0.6166
109010801,5292967028.9200325,91,22,11,4,个,COUNT,0.9472
107021101,5291674454.099997,90,19,11,5,千克,MASS,0.993
304080101,5241761388.049991,372,25,15,6,UNKNOWN,UNKNOWN,0.7535
109062402,5240269364.510002,50,14,9,3,个,COUNT,0.9472
104011306,5142389495.88997,125,15,10,4,个,COUNT,0.9183
109011501,5085616968.889999,111,25,14,6,个,COUNT,0.892
108010601,5081911021.049998,99,22,12,5,个,COUNT,0.4299
107021402,5074513916.59,110,20,11,5,千克,MASS,0.5764
109041704,5073915374.890006,75,16,11,5,个,COUNT,0.9558
106030103,5072835164.75,135,25,14,6,套,SET,0.5131
101010102,5064384622.610005,150,26,14,6,千克,MASS,0.8883
104010204,5018180638.590059,62,16,11,5,千米,LENGTH,0.9486
109040902,5003008892.630005,242,25,13,6,千米,LENGTH,0.4538
108019901,4972423922.85,123,22,11,5,千克,MASS,0.7658
109030900,4943070083.099999,46,16,11,4,个,COUNT,0.9424
109030801,4927485986.01,88,22,12,5,个,COUNT,0.8873
109050502,4909152041.230045,109,23,14,6,个,COUNT,0.8875
109041601,4901475478.620006,83,21,10,3,个,COUNT,0.9869
304080201,4848701767.899996,187,26,14,6,UNKNOWN,UNKNOWN,0.4337
109041705,4835072106.049993,75,18,12,5,个,COUNT,0.9005
102050101,4832238011.720003,65,19,11,6,千克,MASS,0.9607
103030702,4827835888.220004,266,15,9,3,千克,MASS,0.5457
108030603,4826127047.390003,54,11,9,4,千克,MASS,0.9016
107010203,4753849425.909998,48,18,12,4,千克,MASS,0.8697
102050404,4737068010.409997,93,21,11,5,千克,MASS,0.6718
109013702,4731508160.199997,299,24,14,6,个,COUNT,0.7867
109024506,4703832757.229989,83,17,9,3,个,COUNT,0.8354
107020407,4694530049.400001,34,13,8,3,千克,MASS,0.9928
109011701,4681359040.730003,191,24,13,5,个,COUNT,0.7842
109041301,4631765728.050027,151,22,13,5,个,COUNT,0.4191
104020111,4629651577.780012,117,19,11,4,个,COUNT,0.9845
107021599,4613074827.839998,662,22,12,5,千克,MASS,0.8449
103010101,4609468554.409995,103,15,8,2,千克,MASS,0.6429
107060102,4605462760.220001,207,23,14,6,千克,MASS,0.5336
109050107,4597349143.310013,136,23,13,5,个,COUNT,0.5844
108030400,4583216337.890002,52,15,10,5,千克,MASS,0.9942
108041201,4562195482.07,162,21,11,5,千克,MASS,0.8943
107030101,4547516312.780004,141,17,9,3,千克,MASS,0.3926
304020103,4531524505.900004,143,23,14,6,UNKNOWN,UNKNOWN,0.5182
105010101,4529335030.360003,93,22,12,6,立方米,VOLUME,0.8495
109050303,4510124670.17,91,22,13,5,个,COUNT,0.6369
109041706,4506170899.089998,90,20,10,4,个,COUNT,0.9832
106030101,4495107840.740001,147,23,13,5,套,SET,0.7463
108030601,4488008543.159995,69,20,12,5,千克,MASS,0.8357
107030206,4479951013.72,421,18,9,3,盒,CONTAINER,0.8289
304030199,4467954547.000003,131,24,13,5,UNKNOWN,UNKNOWN,0.6036
109030504,4462916970.12,41,13,9,3,个,COUNT,0.9807
108032500,4433180172.359996,30,10,9,4,千克,MASS,0.9977
109050101,4410220194.879996,149,24,14,6,套,SET,0.5495
103029900,4329086421.350012,372,25,13,5,UNKNOWN,UNKNOWN,0.4148
104020123,4321537648.779999,112,19,11,4,个,COUNT,0.9402
107020108,4287212065.9999967,74,17,10,5,千克,MASS,0.9882
109011504,4263656674.119985,165,25,14,6,个,COUNT,0.6283
109052203,4262182245.7000256,72,19,12,5,个,COUNT,0.8334
304080301,4241257211.0599985,77,19,12,4,UNKNOWN,UNKNOWN,0.5178
109024901,4226463692.8300004,115,23,13,6,套,SET,0.5823
107021307,4177218961.1000032,296,21,11,5,千克,MASS,0.7532
101020401,4145071900.6899996,87,19,11,5,千克,MASS,0.9913
107022401,4113746672.5299983,266,20,10,4,个,COUNT,0.5666
109025310,4105709924.0499997,123,21,12,4,个,COUNT,0.772
103030701,4054077054.670001,230,19,10,3,箱,CONTAINER,0.9167
103010402,4045495885.08,42,19,12,5,千克,MASS,0.9947
107020122,4037082760.8499937,57,16,9,4,千克,MASS,0.9838
107021809,4027992992.579999,117,21,14,6,个,COUNT,0.6361
108041102,4026399338.3100047,99,17,10,4,千克,MASS,0.9437
102020300,4002886683.6799984,40,16,11,4,千克,MASS,0.8755
107020214,3995322426.84,76,19,10,5,千克,MASS,0.9948
109013103,3978681295.5300026,110,23,13,5,个,COUNT,0.7156
104030302,3949271010.4900475,138,21,12,4,个,COUNT,0.9585
109041703,3915906814.770009,123,23,11,4,个,COUNT,0.9793
106010305,3915883341.2600007,85,22,12,6,个,COUNT,0.4718
109040701,3911915132.249995,178,20,11,5,个,COUNT,0.7387
109013002,3897202617.6400003,137,23,13,6,个,COUNT,0.8458
106020101,3889414212.6799865,247,26,12,4,个,COUNT,0.5925
107010303,3883489211.9699974,30,14,9,4,千克,MASS,0.9774
108050000,3837807169.169999,65,21,12,6,千克,MASS,0.9835
104010404,3803834576.43,86,20,12,6,千克,MASS,0.5121
109012403,3803694762.960002,84,20,14,6,个,COUNT,0.8792
107010302,3800624743.120002,22,9,8,4,千克,MASS,0.9973
107020234,3790602722.94001,9,4,4,2,千克,MASS,0.9991
109030502,3768476271.3500004,42,12,9,3,个,COUNT,0.9346
107020601,3756623039.06,66,15,9,3,千克,MASS,0.9952
107059900,3751121252.440001,215,24,12,6,千克,MASS,0.4936
109051603,3746923242.010004,123,20,12,5,个,COUNT,0.7218
109052205,3729396757.8700166,135,19,10,4,个,COUNT,0.8825
304080399,3709822733.8899994,69,17,11,3,UNKNOWN,UNKNOWN,0.6037
109060102,3704725692.609995,129,21,12,5,个,COUNT,0.6136
107010109,3704334626.5700016,57,17,11,4,千克,MASS,0.9668
304040799,3692571741.7400007,212,24,15,6,UNKNOWN,UNKNOWN,0.3877
107030202,3680260920.6899996,79,12,6,2,瓶,CONTAINER,0.4556
104020402,3662334894.4900017,95,18,11,4,个,COUNT,0.9674
108010306,3650384598.1499987,31,12,11,6,千米,LENGTH,0.9312
109041702,3650300777.0799966,75,16,9,3,个,COUNT,0.9753
107021001,3633862148.6499977,65,19,11,5,千克,MASS,0.9932
103020604,3616126720.440003,592,20,11,4,箱,CONTAINER,0.401
109013001,3598291685.2399874,156,23,13,6,个,COUNT,0.7945
304040903,3587094071.619999,78,25,14,6,UNKNOWN,UNKNOWN,0.5635
104019999,3586383723.430001,220,26,13,6,千克,MASS,0.3326
104030201,3565141462.640002,73,16,10,4,平方米,AREA,0.6205
106010203,3563096780.040009,179,22,12,6,包,CONTAINER,0.3885
107022303,3559189426.649939,189,18,10,4,个,COUNT,0.3987
105020199,3511589615.8299937,169,26,13,6,个,COUNT,0.6085
304030402,3472827652.449999,90,20,12,4,UNKNOWN,UNKNOWN,0.6895
109031100,3444263715.979999,70,20,11,4,个,COUNT,0.9824
301990200,3422677140.1299996,111,27,14,6,千克,MASS,0.4211
102040199,3408103022.2699995,58,17,11,5,千克,MASS,0.9432
109042001,3405841375.6400003,95,20,11,4,个,COUNT,0.9376
108040301,3387313964.1399975,504,25,14,6,个,COUNT,0.89
103010406,3386698892.259998,21,11,5,3,千克,MASS,0.9985
107040201,3346482530.7400002,50,17,9,5,千克,MASS,0.9818
109041904,3340774860.950009,64,15,7,1,个,COUNT,0.9745
304060100,3311245452.56,174,24,13,5,UNKNOWN,UNKNOWN,0.337
109051099,3305471113.8199987,120,21,11,4,个,COUNT,0.6782
109013701,3294672966.8300014,136,16,10,4,个,COUNT,0.6797
103030799,3274284854.230008,175,20,11,3,箱,CONTAINER,0.6345
109010299,3264416714.2600045,99,22,12,5,个,COUNT,0.8694
107021308,3263357925.6899996,145,22,11,5,千克,MASS,0.8586
109013105,3256310023.159999,176,24,14,5,个,COUNT,0.6612
103011201,3198519449.3699965,74,14,8,2,千克,MASS,0.9563
303020300,3184748779.4100027,60,16,10,3,UNKNOWN,UNKNOWN,0.5079
106010511,3184133502.5100007,109,22,13,6,个,COUNT,0.4659
106010302,3175143592.2200146,195,23,12,5,箱,CONTAINER,0.3959
108042200,3173874285.2800174,140,20,10,4,个,COUNT,0.7065
107030801,3161217681.3000016,419,21,11,5,个,COUNT,0.3226
109021102,3155143081.6399984,162,20,12,5,套,SET,0.5417
109020309,3151033645.57,201,23,13,6,个,COUNT,0.7442
108011600,3145042585.649998,139,21,11,5,千米,LENGTH,0.377
107030408,3137924408.240003,231,15,8,2,盒,CONTAINER,0.8398
107030401,3131273643.2199965,523,16,8,3,盒,CONTAINER,0.792
109012303,3102883597.509995,176,21,12,6,个,COUNT,0.4995
107060108,3096188322.92,84,18,11,5,千米,LENGTH,0.7622
101011501,3092514973.9400024,267,21,11,4,千克,MASS,0.6342
304020400,3083212018.690035,49,19,11,3,UNKNOWN,UNKNOWN,0.5936
304040299,3067957623.15,81,19,13,4,瓦,POWER,0.4762
106010399,3063690395.749999,176,23,12,5,千克,MASS,0.6576
104020114,3061259745.180007,98,14,9,3,个,COUNT,0.9745
109025601,3042382139.4099994,71,17,9,3,个,COUNT,0.6411
107050200,3014348457.980002,301,23,12,6,千米,LENGTH,0.4169
104020112,3004047063.3700023,83,18,10,3,个,COUNT,0.966
102040103,2976785295.9600005,57,20,12,6,千克,MASS,0.9886
304010401,2972220376.439999,55,18,13,5,UNKNOWN,UNKNOWN,0.7714
103021199,2964481817.6499968,115,19,12,6,千克,MASS,0.9702
107030404,2954116204.9699993,773,16,8,2,盒,CONTAINER,0.796
304060299,2941570593.9400005,105,23,13,5,UNKNOWN,UNKNOWN,0.5668
104020122,2939245778.5100007,72,17,12,6,个,COUNT,0.932
103010603,2927825222.04,108,15,8,2,千克,MASS,0.9687
109062202,2922593719.6100173,57,20,12,4,个,COUNT,0.93
109040403,2918946068.5199986,63,18,12,5,个,COUNT,0.904
109023210,2917336559.969986,98,21,12,5,个,COUNT,0.7212
104011101,2900942006.479999,174,21,11,5,千克,MASS,0.4533
107060299,2895597205.6700006,161,22,12,6,千克,MASS,0.452
107021411,2862651957.719999,137,23,12,5,千克,MASS,0.8847
107020211,2855971137.92,21,8,6,3,千克,MASS,0.9965
104020113,2845692001.670001,73,14,9,3,个,COUNT,0.9824
107030301,2845392973.5600033,313,19,9,3,千克,MASS,0.7789
106040806,2843961945.870011,134,20,12,5,个,COUNT,0.8216
109040204,2805864789.66,127,23,14,6,个,COUNT,0.5644
105010401,2790437812.48,65,18,11,5,立方米,VOLUME,0.6999
107020233,2788877665.2700005,14,8,7,4,千克,MASS,0.9991
108031801,2787039446.21,50,14,9,4,千克,MASS,0.9769
107030709,2784417567.4999995,249,19,10,4,盒,CONTAINER,0.4529
103030199,2772992792.5499997,84,18,10,4,千克,MASS,0.8225
109051102,2758358638.3299932,92,22,12,4,个,COUNT,0.804
110030101,2745993261.2000055,158,28,15,6,千克,MASS,0.6899
109051602,2738989569.690002,57,16,11,5,个,COUNT,0.9508
304030401,2738695275.4999976,133,25,14,6,UNKNOWN,UNKNOWN,0.8161
109050404,2732195843.3300014,92,23,13,5,个,COUNT,0.8692
109041306,2730979623.8999996,73,18,12,5,千克,MASS,0.5473
109042101,2718983362.6099977,108,25,13,6,个,COUNT,0.4197
109040406,2702943585.9300003,109,21,14,6,个,COUNT,0.6006
304080199,2695888723.7700014,108,24,15,6,UNKNOWN,UNKNOWN,0.6813
110010201,2686693799.48,71,14,13,6,千瓦时,ENERGY,0.5993
